tag,acomp,advcl,advmod,agent,amod,appos,attr,aux,auxpass,cc,ccomp,complm,conj,csubj,csubjpass,dep,det,dobj,expl,hmod,hyph,infmod,intj,iobj,mark,meta,neg,nmod,npadvmod,nsubj,nsubjpass,number,oprd,parataxis,partmod,pcomp,pobj,poss,possessive,preconj,predet,prep,prt,punct,quantmod,rcmod,root,xcomp
CHI,3,37,0,2,0,0,3,0,0,0,7,0,22,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,21,0,0,0,4,16,0,0,0,0,0,10
JPN,9,21,3,0,7,0,2,2,0,0,8,0,20,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,12
TUR,2,5,1,1,7,0,6,0,0,2,9,0,21,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,14,28,3,0,0,0,33,0,0,0,0,0,10
TEL,4,26,0,3,2,1,2,0,0,0,25,0,37,2,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,10,3,0,4,0,0,13,31,0,0,0,0,38,0,1,0,0,0,2
TUR,7,32,2,0,2,0,4,0,0,1,25,0,8,6,0,0,0,33,0,0,0,0,0,0,2,0,0,0,4,11,3,0,0,0,0,3,16,0,0,0,0,18,0,0,0,0,0,8
ARA,0,17,1,0,0,0,6,0,0,0,25,0,13,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,17,2,0,0,0,0,0,24,2,0,0,0,19,0,3,0,0,0,12
JPN,2,23,0,1,1,2,0,0,0,0,30,0,3,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,24,5,0,2,0,0,4,12,3,0,0,0,21,0,0,0,0,0,9
JPN,3,12,2,0,0,0,5,0,0,0,19,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,20,0,0,0,0,25,0,0,0,0,0,13
TEL,7,23,2,0,1,2,1,2,3,1,50,0,59,4,0,5,5,46,0,0,0,0,0,0,0,0,0,1,0,19,3,0,0,0,0,4,46,0,0,0,0,34,0,0,0,0,0,13
ARA,1,15,0,0,0,1,3,0,0,1,13,0,30,1,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,24,0,0,0,0,34,0,1,0,0,0,4
ITA,19,20,4,1,12,0,4,0,0,1,20,0,49,8,0,0,0,46,0,0,0,0,0,0,1,0,0,0,2,20,0,0,0,2,0,5,75,0,0,0,0,46,0,1,0,0,0,17
JPN,0,0,1,0,0,0,1,0,0,0,14,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
GER,2,6,0,0,1,0,3,0,0,0,28,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,1,0,3,2,0,1,30,2,0,0,0,28,0,0,0,0,0,7
KOR,4,30,1,0,3,0,0,0,0,0,29,0,24,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,22,0,0,0,0,21,0,0,0,0,0,7
SPA,10,8,1,0,1,2,9,0,0,0,18,0,23,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,6,25,0,0,0,0,23,0,0,0,0,0,38
CHI,12,64,3,2,3,0,6,2,0,1,16,0,25,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,7,39,4,0,1,0,30,0,0,0,0,0,18
ITA,5,21,0,0,0,2,4,0,0,0,36,0,10,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,19,0,0,0,0,15,0,0,0,0,0,18
HIN,8,21,1,0,0,0,4,0,0,0,25,0,56,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,19,1,0,0,0,0,17,12,0,0,0,0,29,0,0,0,0,0,32
SPA,13,48,4,0,3,2,16,0,2,0,57,0,37,4,0,0,1,37,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,7,0,0,28,0,0,0,0,30,0,0,0,0,0,13
ITA,2,59,3,0,4,0,12,0,0,0,50,0,17,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,16,32,0,0,0,0,36,0,0,0,0,0,37
SPA,2,28,4,0,1,0,9,0,0,0,26,0,51,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,26,1,0,0,0,25,0,0,0,0,0,18
CHI,0,28,4,0,4,0,7,1,0,0,20,0,26,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,16,2,0,0,0,25,0,0,0,0,0,15
FRE,7,33,3,1,6,0,7,0,2,2,36,0,18,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,25,6,0,4,0,0,1,31,0,0,0,0,27,0,0,0,0,0,26
CHI,2,33,1,0,9,0,24,0,0,0,19,0,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,13,39,2,0,0,0,44,0,0,0,0,0,17
FRE,10,23,0,1,2,0,8,0,4,0,45,0,10,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,25,6,0,3,0,0,1,32,2,0,0,0,28,0,0,0,0,0,20
FRE,12,49,1,0,2,2,22,2,0,0,19,0,66,0,0,0,0,17,0,0,0,0,1,0,1,0,1,0,0,9,0,0,4,9,0,0,11,0,0,1,0,13,0,0,0,0,0,31
JPN,5,9,5,1,0,0,3,0,0,0,31,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,21,1,0,7,0,0,0,26,0,0,0,0,30,0,1,0,0,0,5
HIN,9,18,9,0,3,0,14,0,0,0,39,0,38,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,40,6,0,0,0,0,4,49,0,0,0,0,48,0,1,0,0,0,12
KOR,4,10,0,3,3,0,8,2,0,0,14,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,30,0,0,0,0,22,0,0,0,0,0,12
ITA,0,43,3,1,3,8,16,2,0,1,32,0,37,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,17,3,0,0,0,0,5,34,0,0,3,0,33,0,0,0,0,0,7
JPN,3,3,3,0,1,0,3,1,0,0,10,0,16,5,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,0,14
ARA,7,12,0,1,6,0,7,0,0,1,18,0,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,8,45,3,0,1,0,38,0,0,0,0,0,3
CHI,0,3,2,0,1,4,3,0,0,0,16,0,16,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,2,0,0,0,10,0,0,0,0,0,4
JPN,1,8,0,0,0,0,3,0,1,0,21,0,13,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,5,20,0,0,0,0,21,0,1,0,0,0,5
SPA,9,27,5,0,1,0,4,0,0,0,26,0,28,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,26,1,0,1,0,30,0,0,0,0,0,21
FRE,11,37,1,0,6,0,5,0,0,0,49,0,11,2,0,0,0,35,0,0,0,0,0,0,0,0,1,1,0,22,2,0,4,0,0,5,28,0,0,0,0,32,0,1,0,0,0,16
CHI,3,39,4,7,3,0,9,0,0,0,26,0,27,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,63,5,0,0,0,48,0,0,0,0,0,5
SPA,1,36,0,1,1,3,14,0,0,2,11,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,32,0,0,1,0,34,0,0,0,0,0,22
GER,4,24,2,0,3,0,17,1,0,1,29,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,20,3,0,0,0,0,5,37,0,0,0,0,41,0,0,0,0,0,10
SPA,3,43,3,0,4,2,8,0,0,0,51,0,81,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,25,0,0,0,0,22,0,0,0,0,0,51
GER,2,26,0,0,1,1,13,0,0,0,22,0,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,46,0,0,0,0,36,0,0,0,0,0,30
ITA,5,72,5,0,1,0,7,0,0,0,36,0,18,0,0,4,0,27,0,0,0,0,0,0,1,0,0,0,0,20,3,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,37
ITA,4,15,1,1,1,0,2,0,0,0,27,0,35,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,1,30,0,0,0,0,25,0,0,0,0,0,7
FRE,9,55,5,1,4,0,29,2,0,0,78,0,65,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,29,5,0,0,0,0,5,74,6,0,0,0,71,0,0,0,0,0,19
KOR,0,13,1,0,0,0,2,0,0,0,27,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,0,0,11,2,0,0,0,18,0,0,0,0,0,8
KOR,8,7,0,0,1,1,5,0,0,0,14,0,15,4,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,9,0,0,3,0,0,7,36,0,0,0,0,33,0,0,0,0,0,7
ARA,3,11,0,1,0,0,4,0,0,1,2,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,32,0,0,0,0,25,0,0,0,0,0,2
ITA,10,44,1,2,12,0,18,0,0,0,35,0,43,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,4,63,1,0,0,0,40,1,0,0,0,0,21
KOR,4,41,0,0,0,4,6,0,0,0,38,0,8,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,9,26,0,0,0,0,31,0,0,0,0,0,15
TUR,6,24,3,1,3,0,14,0,0,0,32,0,37,1,0,1,0,33,0,0,0,0,0,0,0,0,0,0,6,22,0,0,1,0,0,13,52,0,0,0,0,56,0,0,0,0,0,31
ITA,11,22,4,2,5,2,7,0,0,0,64,0,32,0,0,0,0,23,0,0,0,0,0,0,1,0,1,0,7,11,0,0,2,6,0,0,53,0,0,0,0,40,0,0,0,0,0,9
FRE,4,18,2,0,5,0,6,0,0,0,24,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,1,0,5,34,0,0,0,0,31,0,0,0,0,0,8
KOR,15,60,3,5,3,0,6,0,0,0,19,0,35,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,10,71,5,0,0,0,51,0,2,0,0,0,28
SPA,10,24,3,0,2,2,20,4,0,0,46,0,60,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,10,48,0,0,0,0,54,0,0,0,0,0,23
TUR,5,25,4,0,0,0,13,0,0,0,21,0,40,1,0,0,0,35,0,0,0,0,0,0,0,0,1,4,4,9,0,0,0,0,0,8,36,2,0,0,0,52,0,0,0,0,0,16
GER,3,31,4,0,3,7,5,0,0,0,17,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,38,0,0,0,0,26,0,0,0,0,0,4
JPN,8,40,0,0,1,0,1,0,0,1,11,0,25,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,35,2,0,0,0,31,0,0,0,0,0,28
KOR,4,16,1,0,0,0,10,0,0,0,35,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,7,10,0,0,0,0,18,0,0,0,0,0,12
GER,4,29,6,1,3,0,9,0,0,0,50,0,45,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,6,22,0,0,0,0,24,0,1,0,0,0,13
SPA,1,19,2,0,0,1,6,0,0,0,29,0,32,3,0,0,0,36,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,4,34,5,0,0,0,32,0,0,0,0,0,23
TEL,0,23,2,0,0,5,25,0,1,0,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,5,50,0,0,0,0,42,1,1,0,0,0,7
GER,10,37,2,0,4,0,14,1,0,1,18,0,39,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,8,23,0,0,0,0,24,0,0,0,0,0,4
ARA,1,38,4,0,0,2,5,0,0,0,26,0,14,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,10,0,0,0,0,13,0,1,0,0,0,7
TEL,1,5,1,0,0,0,4,0,0,0,17,0,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,16,37,0,0,0,0,39,0,0,0,0,0,4
TUR,5,40,7,0,3,4,14,3,0,0,34,0,53,3,0,5,0,47,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,9,43,2,0,0,0,43,0,0,0,0,0,43
TUR,6,26,1,0,2,0,4,0,0,0,29,0,36,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,13,12,0,0,0,0,19,0,0,0,0,0,13
JPN,8,23,0,2,4,0,4,0,0,0,34,0,29,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,2,21,0,0,0,0,17,0,0,0,0,0,10
TUR,2,12,0,0,2,0,8,0,0,0,11,0,8,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,1,18,0,0,0,0,22,0,1,0,0,0,2
TEL,0,22,6,5,4,0,22,0,0,0,34,0,39,0,0,0,1,36,0,0,0,0,0,0,0,0,0,2,5,20,7,0,0,0,0,6,85,3,0,0,0,62,1,1,0,0,0,11
TUR,3,0,0,0,3,2,0,0,0,1,8,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,3,2,0,0,0,5,0,1,0,0,0,2
TEL,2,42,0,2,1,0,5,0,0,0,26,0,31,1,0,0,0,34,0,0,0,0,0,0,1,0,0,0,4,24,0,0,0,0,0,5,46,0,0,0,0,42,0,2,0,0,0,24
TUR,5,17,4,2,1,0,7,0,0,0,11,0,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,44,0,0,0,0,38,0,1,0,0,0,10
HIN,12,31,3,0,0,2,0,0,0,0,34,0,17,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,51,1,0,0,0,39,0,0,0,0,0,19
ARA,0,27,0,0,1,0,1,0,0,0,28,0,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,36,0,0,0,0,32,0,0,0,0,0,18
TEL,4,44,0,0,0,0,4,1,0,0,32,0,25,6,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,1,40,0,0,0,0,32,0,0,0,0,0,8
JPN,1,25,0,0,4,0,13,0,0,4,37,0,15,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,8,26,0,0,0,0,34,0,1,0,0,0,28
TUR,4,13,4,1,1,0,6,0,0,0,40,0,14,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,6,0,3,36,4,0,0,0,30,0,0,0,0,0,9
ITA,1,16,0,0,2,0,7,0,0,1,9,0,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,18,0,0,1,0,18,0,0,0,0,0,9
KOR,5,56,2,0,4,0,21,1,0,0,23,0,27,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,1,14,0,0,0,0,19,0,0,0,0,0,18
ARA,6,33,3,2,4,0,5,2,0,2,20,0,34,2,0,1,0,42,0,0,0,0,0,0,0,0,0,0,4,12,1,0,0,5,0,13,41,0,0,0,0,38,2,0,0,0,0,13
KOR,0,10,0,0,5,0,11,0,0,1,3,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0
JPN,3,2,0,1,6,3,2,0,0,2,16,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,38,2,0,0,0,20,0,3,0,0,0,8
ARA,4,61,1,1,1,0,2,0,0,0,25,0,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,14,1,0,2,0,0,0,18,0,0,0,0,14,0,0,0,0,0,7
KOR,8,57,4,0,0,0,4,0,0,0,28,0,17,1,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,23,7,0,3,0,0,6,38,0,0,0,0,37,0,0,0,0,0,10
ITA,8,14,0,0,2,0,15,0,0,0,15,0,17,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,18,2,0,0,0,19,0,0,0,0,0,33
TEL,4,8,4,0,4,0,11,0,0,0,16,0,14,4,0,1,0,21,0,0,0,0,0,0,1,0,0,0,2,21,0,0,0,0,0,0,46,1,0,0,0,38,0,0,0,0,0,11
KOR,1,13,2,0,0,0,7,0,0,0,14,0,18,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,2,20,0,0,0,0,26,0,0,0,0,0,14
TUR,1,15,2,0,9,2,15,4,1,0,25,0,12,3,0,0,2,17,0,0,0,0,0,0,1,0,2,0,0,9,4,0,0,0,0,5,42,3,0,0,0,33,0,0,0,0,0,2
HIN,7,27,0,0,0,5,14,1,0,0,32,0,34,0,0,0,0,23,0,0,0,0,0,0,1,0,1,0,3,7,0,0,0,0,0,5,26,0,0,0,0,27,0,0,0,0,0,24
KOR,2,11,0,0,0,0,8,0,0,0,15,0,7,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,17,6,0,0,0,16,0,0,0,0,0,6
ITA,4,20,1,0,2,0,5,0,0,0,26,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,3
ARA,4,23,2,0,1,0,12,0,0,2,41,0,49,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,22,0,0,0,0,27,0,0,0,0,0,23
ARA,8,38,1,0,0,3,2,1,0,0,22,0,8,3,0,2,0,41,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1,0,0,4,22,1,0,0,0,23,0,0,0,0,0,14
CHI,6,15,0,1,7,0,12,0,1,0,10,0,28,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,19,2,0,0,0,0,2,34,0,0,1,0,35,0,0,0,0,0,24
JPN,5,17,3,0,0,0,9,0,0,0,42,0,20,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,7,26,0,0,0,0,27,0,0,0,0,0,22
GER,5,33,0,0,1,2,7,0,0,0,5,0,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,4,0,1,23,0,0,0,0,18,0,1,0,0,0,25
JPN,7,23,0,0,3,0,1,0,0,0,26,0,20,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,17,0,0,2,0,0,3,18,0,0,0,0,28,0,0,0,0,0,5
ARA,3,5,0,0,1,0,8,1,1,0,16,0,8,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,18,4,0,0,0,0,2,39,5,0,0,0,32,0,0,0,0,0,0
JPN,4,8,3,6,1,4,13,0,0,0,37,0,18,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,2,11,0,0,0,0,0,2,42,0,0,1,0,32,0,0,0,0,0,15
TEL,2,14,2,0,0,0,3,0,0,0,16,0,9,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,0,0,3,9,0,0,0,0,16,0,1,0,0,0,5
TEL,1,32,0,0,2,0,6,0,0,0,16,0,6,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,4,48,2,0,0,0,40,0,0,0,0,0,14
JPN,0,33,3,0,3,1,3,0,0,0,30,0,33,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,38,3,0,0,0,36,0,0,0,0,0,6
ARA,12,39,2,0,1,0,0,0,0,1,27,0,14,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,0,4,24,0,0,1,0,26,0,0,0,0,0,11
HIN,2,24,4,0,9,0,8,0,0,1,43,0,20,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,8,32,3,0,0,0,0,16,36,2,0,0,1,35,0,0,0,0,0,9
TEL,6,24,1,1,5,2,13,0,0,0,21,0,59,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,8,43,0,0,0,0,36,0,0,0,0,0,17
HIN,5,47,3,2,5,2,14,0,4,0,25,0,25,0,0,1,0,18,0,0,0,0,0,0,1,0,0,3,0,18,1,0,2,0,0,5,61,5,0,1,0,39,0,0,0,0,0,16
FRE,3,14,3,1,1,0,7,0,1,0,9,0,21,1,0,0,0,18,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,3,16,0,0,0,0,18,0,0,0,0,0,6
ITA,9,39,3,1,2,0,9,0,2,0,29,0,33,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,11,17,0,0,1,1,0,0,27,0,0,0,0,27,0,1,0,0,0,8
SPA,1,50,6,0,0,0,5,0,0,1,60,0,60,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,1,19,0,0,0,0,0,5,33,0,0,0,0,40,0,1,0,0,0,14
KOR,14,50,6,0,0,2,4,0,0,0,18,0,22,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,31,2,0,0,0,0,4,28,4,0,0,0,28,0,0,0,0,0,19
ITA,5,11,0,0,1,0,4,0,0,0,14,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,18,0,0,0,0,0,8
FRE,9,44,4,0,2,0,7,0,0,1,33,0,34,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,13,1,0,0,0,0,19,36,0,0,0,0,36,0,0,0,0,0,15
TEL,3,56,2,1,2,0,8,0,1,0,13,0,66,0,0,0,1,19,0,0,0,0,2,0,0,0,0,0,0,15,4,0,0,0,0,4,50,0,0,0,0,36,0,0,0,0,0,10
ARA,5,19,5,0,3,0,4,0,1,0,53,0,40,8,0,4,0,28,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,6,36,0,0,0,0,41,0,0,0,0,0,21
CHI,3,36,5,0,3,0,1,0,0,1,11,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,2,28,0,0,0,0,30,0,0,0,0,0,21
SPA,1,27,2,2,3,0,8,0,0,2,11,0,12,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,42,0,0,0,0,38,0,0,0,0,0,25
FRE,1,36,1,0,0,0,4,0,0,0,11,0,3,0,0,6,1,16,0,0,0,0,0,0,0,0,1,0,5,10,0,0,0,0,0,4,12,4,0,0,0,19,0,0,0,0,0,6
GER,4,16,5,0,2,0,9,2,0,0,8,0,15,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,14,3,0,0,0,0,1,24,0,0,0,0,27,0,0,0,0,0,22
TUR,8,64,4,0,2,0,20,0,2,0,22,0,46,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,3,64,0,0,0,0,56,0,0,0,0,0,13
FRE,3,30,0,1,1,0,11,0,0,0,13,0,34,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,6,48,0,0,0,0,39,0,2,0,0,0,3
TUR,9,12,1,0,0,1,9,0,0,1,7,0,28,1,0,0,0,25,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,2,42,2,0,1,0,36,0,0,0,0,0,13
FRE,6,40,1,0,1,0,12,0,0,1,69,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,0,0,6,19,0,0,0,0,22,0,0,0,0,0,22
ITA,3,19,2,0,3,3,6,0,0,0,40,0,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,15,4,0,1,0,0,3,22,0,0,0,0,28,0,0,0,0,0,23
JPN,2,25,0,0,0,0,6,0,0,1,29,0,32,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,5,4,0,0,0,0,15,0,0,0,0,0,19
CHI,0,17,2,2,2,5,11,1,0,0,11,0,41,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,7,54,6,0,0,0,48,0,0,0,0,0,29
SPA,4,59,0,0,2,2,0,0,0,0,24,0,38,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,26,0,0,0,0,29,0,0,0,0,0,19
CHI,2,18,2,0,3,0,1,1,0,0,20,0,21,2,0,5,0,36,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,26,1,0,0,0,24,0,1,0,0,0,8
GER,5,39,0,0,1,0,18,0,0,0,17,0,10,1,0,0,1,37,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,31,2,0,0,1,26,0,0,0,0,0,10
JPN,6,10,5,0,6,0,10,0,0,0,13,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,2,0,0,0,14,0,0,0,0,0,8
TUR,0,20,1,1,1,0,21,0,1,0,20,0,25,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,4,33,10,0,0,0,35,0,0,0,0,0,11
ARA,1,14,3,0,2,6,0,0,0,0,9,0,23,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,26,0,0,0,0,20,0,0,0,0,0,4
TUR,4,20,4,1,3,2,7,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,39,0,0,0,0,28,0,0,0,0,0,0
CHI,9,9,1,1,0,0,3,0,0,0,14,0,2,5,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,25,1,0,2,0,0,0,29,0,0,0,0,32,0,0,0,0,0,12
CHI,7,14,2,2,1,0,6,0,0,2,30,0,16,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,14
ARA,7,31,2,0,1,0,3,0,0,0,21,0,35,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,17,34,0,0,0,0,37,0,0,0,0,0,26
ITA,4,33,1,0,2,0,10,0,0,0,21,0,40,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,5,28,0,0,0,0,33,0,0,0,0,0,8
ITA,0,22,3,0,5,0,3,0,0,0,10,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0
SPA,2,16,5,0,4,0,5,0,0,2,21,0,30,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,23,0,0,3,0,0,0,38,0,0,0,0,39,0,0,0,0,0,8
